"registry_entry_key","registry_pharmacy_name","registry_district","registry_area","gis_object_id","gis_global_id","gis_shop_name","gis_district","gis_sector","gis_cell","gis_village","gis_street_number","longitude","latitude","accuracy_m","collected_at","edited_at","source_url","review_reason"
"","","","","94","{1DF992D6-B2C4-4034-B553-6106E7D197D9}","Nasa Pharmacy ltd","Gasabo","Kinyinya","Kagugu","Dusenyi","KG 850 St","30.0843788","-1.8979304","2.000","2021-10-13T10:00:00.000Z","2023-11-01T09:30:13.527Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","95","{4FB41E9F-E0A4-4294-B332-B5D3569C9F6C}","The standard Pharmacy","Gasabo","Kacyiru","Kamutwa","Urwibutso","KN 8 Ave","30.0636963","-1.9305282","2.500","2021-10-13T10:00:00.000Z","2023-11-01T09:30:26.225Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","BRUCE PHARMACY Ltd","GASABO","KIMIRONKO KIBAGABAGA","96","{A64B87AB-D804-46C5-9D66-13CC8DCB9EB6}","Bruce Pharmacy","Gasabo","Kacyiru","Kamutwa","Urwibutso","KN 8 Ave","30.0624446","-1.9324543","2.500","2021-10-13T10:00:00.000Z","2023-11-01T09:30:26.596Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","sector_mismatch_or_ambiguous"
"","","","","97","{A0607166-DD9D-4919-9EA8-6D53DB1059D8}","Profession in heath Pharmacy","Gasabo","Kacyiru","Kamutwa","Inkingi","KN 8 Ave","30.0619579","-1.9332893","3.000","2021-10-13T10:00:00.000Z","2023-11-01T09:30:30.820Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","100","{2E6A7A90-FB5A-416C-B659-9EF6F7A02363}","Get well Pharmacy","Gasabo","Kacyiru","Kamutwa","Inkingi","KN 12 St","30.0633716","-1.9352338","2.500","2021-10-13T10:00:00.000Z","2023-11-01T09:30:33.444Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","101","{977D2E73-4F9D-45B0-82ED-54761F82AFF7}","Eureka Pharmacy","Nyarugenge","Kimisagara","Kimisagara","Akabeza","","30.0445482","-1.9421713","4.466","2021-10-13T10:00:00.000Z","2023-11-01T10:43:11.094Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","102","{A3804B34-939C-48BD-82CA-85E97CB44984}","Pharmacy Plus","Nyarugenge","Kimisagara","Kimisagara","Akabeza","","30.0456892","-1.9415842","5.360","2021-10-13T10:00:00.000Z","2023-11-01T10:43:15.832Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","ANGEL PHARMACY Ltd","NYARUGENGE","RWEZAMENYO KABUGURU","104","{CCC3E5F6-4836-4245-81AD-3B28C1941577}","Angel Pharmacy","Nyarugenge","Rwezamenyo","Kabuguru I","Mumararungu","KN 20 Ave","30.0552350","-1.9606748","3.900","2021-10-13T10:00:00.000Z","2023-11-01T10:44:06.975Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","","","","105","{CF476BCC-D761-4256-A44D-3586F19E5EFC}","Kwetu Pharmacy","Nyarugenge","Rwezamenyo","Rwezamenyo II","Amahoro","KN 176 St","30.0539454","-1.9745479","4.500","2021-10-14T10:00:00.000Z","2023-11-01T10:45:26.872Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","106","{7995AAE6-ACEB-4F4A-8496-984DE30074BF}","Impress Pharmacy","Nyarugenge","Rwezamenyo","Rwezamenyo II","Amahoro","KN 176 St","30.0539782","-1.9747475","4.500","2021-10-14T10:00:00.000Z","2023-11-01T10:45:27.463Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","107","{B8A54AA5-0AA1-41CA-9D2D-81836ACC966F}","MEDPLUS Pharmacy","Nyarugenge","Rwezamenyo","Rwezamenyo II","Amahoro","KN 178 St","30.0527833","-1.9761542","9.500","2021-10-14T10:00:00.000Z","2023-11-01T10:45:37.083Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","108","{94B526E0-764B-4B0C-808F-DB9BC36ABCC3}","Prayer Pharmacy","Gasabo","Kacyiru","Kibaza","Ihuriro","KG 574 St","30.0814126","-1.9363049","3.000","2021-10-14T10:00:00.000Z","2023-11-01T09:31:06.726Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","111","{EC6FB244-881A-4B74-8D5E-11E33B0680A7}","Turame Pharmacy","Nyarugenge","Nyamirambo","Cyivugiza","Imanzi","KN 257 St","30.0423573","-1.9813262","2.000","2021-10-14T10:00:00.000Z","2023-11-01T10:46:07.988Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","112","{22F468C4-4017-4D9A-9C62-2B191394B3FA}","Healthland Pharmacy","Nyarugenge","Nyamirambo","Cyivugiza","Mpano","KN 247 St","30.0438751","-1.9796295","2.000","2021-10-14T10:00:00.000Z","2023-11-01T10:46:09.375Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","EL -SHADAI PHARMACY LTD","GASABO","NDUBA GATUNGA","114","{4026986F-6F7D-42FA-AD08-85D653D24AE3}","El Shadai Pharmacy","Gasabo","Kinyinya","Kagugu","Kabuhunde I","KG 14 Av","30.0853467","-1.9127145","1.500","2021-10-14T10:00:00.000Z","2023-11-01T09:31:12.023Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","sector_mismatch_or_ambiguous"
"","","","","115","{D5571885-0BDE-4BA7-AD05-E9B1FA59A19E}","Uwabena Pharmacy","Gasabo","Kinyinya","Kagugu","Kadobogo","KG 397 St","30.0763086","-1.9131417","1.500","2021-10-14T10:00:00.000Z","2023-11-01T09:31:13.769Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","FADHIL PHARMACY LTD","NYARUGENGE","RWEZAMENYO RWEZAMENYO","119","{67181FC2-FEBD-488F-B8FC-F78E81CCDED9}","FADHIL Pharmacy","Nyarugenge","Rwezamenyo","Rwezamenyo I","Intwari","KN 2 Ave","30.0583859","-1.9672354","3.500","2021-10-14T10:00:00.000Z","2023-11-01T10:47:54.547Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","","","","120","{2C19AB72-7956-4655-A798-453518CE5257}","Agape Pharmacy","Nyarugenge","Gitega","Kora","Kivumu","KN 94 St","30.0565795","-1.9507343","2.000","2021-10-14T10:00:00.000Z","2023-11-01T10:47:59.760Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","121","{D542AA91-2B16-4121-B6F4-012DAF72296F}","Strong Medica Pharmacy Ltd","Nyarugenge","Rwezamenyo","Rwezamenyo I","Abatarushwa","KN 2 Ave","30.0555825","-1.9723880","3.500","2021-10-14T10:00:00.000Z","2023-11-01T10:48:09.284Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","122","{A45030D2-E226-4DFB-8AD9-F53B96880937}","Health Pharmacy ","Nyarugenge","Nyarugenge","Kiyovu","Inyarurembo","KN 82 St","30.0569924","-1.9463422","2.500","2021-10-14T10:00:00.000Z","2023-11-01T10:48:35.794Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","123","{D2529821-71C0-4F01-9CE2-D13985579D3D}","Karo Pharmacy ","Nyarugenge","Nyarugenge","Kiyovu","Ishema","KN 82 St","30.0572774","-1.9464853","3.000","2021-10-14T10:00:00.000Z","2023-11-01T10:48:37.994Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","124","{F2FC136A-D59B-4489-B01F-5FD363E02D28}","Innov Pharmacy","Gasabo","Kacyiru","Kamutwa","Inkingi","KG 5 Av","30.0638959","-1.9354443","3.000","2021-10-14T10:00:00.000Z","2023-11-01T09:31:47.881Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","PHARMACIE ESPERANCE Ltd","NYARUGENGE","KIMISAGARA NYABUGOGO","125","{E6DAD41C-75C3-4A76-B187-08E28AB88F59}","Pharmacy Esperance","Nyarugenge","Kimisagara","Kimisagara","Akabeza","","30.0447983","-1.9426189","4.288","2021-10-15T10:00:00.000Z","2023-11-01T10:49:59.245Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","","","","126","{056E4E58-FCBF-40CB-B628-732A3C51BA53}","Kumera Pharmacy Kimisagara Branch","Nyarugenge","Kimisagara","Kimisagara","Sano","","30.0455177","-1.9437438","3.900","2021-10-15T10:00:00.000Z","2023-11-01T10:50:16.041Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","127","{85B049D2-91FA-4081-9C4B-5CED058B6B96}","ACTIVIS PHARMACY","Nyarugenge","Rwezamenyo","Rwezamenyo II","Urumuri","KN 326 St","30.0520846","-1.9767197","3.000","2021-10-15T10:00:00.000Z","2023-11-01T10:50:20.408Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","UNION PHARMACY Ltd","GASABO","RUSORORO CYIMO","129","{A3D19007-8A7B-4B62-A4A9-372A1D49BF29}","Union Pharmacy","Gasabo","Rusororo","Nyagahinga","Nyarucundura","","30.2216359","-1.9794415","4.288","2021-10-15T10:00:00.000Z","2023-11-01T09:32:16.101Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","","","","130","{5EC55DD4-2044-4A13-B911-EB2662DDDE62}","Pharmacy Health","Gasabo","Rusororo","Kabuga I","Kabeza","NR 4","30.2244103","-1.9799530","3.216","2021-10-15T10:00:00.000Z","2023-11-01T09:32:34.094Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","132","{58181112-7E26-434C-BA3E-470475CBDFE3}","Stream  Pharmacy","Kicukiro","Gikondo","Kagunga","Gatare","KK 567 St","30.0810088","-1.9828367","3.000","2021-10-15T10:00:00.000Z","2023-11-01T10:18:51.021Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","135","{EB6F3090-6003-4DED-A42D-3DC830656D0F}","Just Pharmacy","Gasabo","Kinyinya","Kagugu","Kabuhunde I","KG 14 Av","30.0871155","-1.9135537","2.500","2021-10-15T10:00:00.000Z","2023-11-01T09:33:35.212Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","136","{DEEB2A60-1FAC-4D37-A51A-6173E0F8796D}","Bonitas Dai Pharmacy","Gasabo","Kinyinya","Kagugu","Kabuhunde I","KG 14 Av","30.0868591","-1.9131306","2.000","2021-10-15T10:00:00.000Z","2023-11-01T09:33:36.274Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","137","{BC889087-4966-4895-8580-993D17324738}","Zeo Pharmacy","Gasabo","Kimihurura","Kimihurura","Rugarama","KG 668 St","30.0796411","-1.9568101","2.000","2021-10-15T10:00:00.000Z","2023-11-01T09:33:43.710Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","138","{3C42CBC6-B675-46E6-819E-5BBA5405D8AC}","Special Life Pharmacy","Kicukiro","Masaka","Cyimo","Kabeza","","30.2129498","-1.9924744","3.900","2021-10-16T10:00:00.000Z","2023-11-01T10:20:19.294Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","139","{EEFB5D01-A4B2-434B-8B68-5F2562CCA809}","Apothecary Pharmacy","Kicukiro","Masaka","Cyimo","Kabeza","","30.2029601","-1.9934672","3.900","2021-10-16T10:00:00.000Z","2023-11-01T10:20:22.421Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","140","{AE943CEF-49A3-4500-BE13-8E58F8607AA0}","PHARMACY REMEDIUM","Gasabo","Kinyinya","Gasharu","Rwankuba","","30.1277052","-1.9065063","6.000","2021-10-16T10:00:00.000Z","2023-11-01T09:34:50.548Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","141","{072CB078-AE37-4EA0-B4BC-EFFA50C60681}","Goodness Pharmacy","Nyarugenge","Nyamirambo","Rugarama","Tetero","KN 277 St","30.0489847","-1.9862458","3.900","2021-10-16T10:00:00.000Z","2023-11-01T10:53:44.984Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","143","{0B9C0E92-135F-4FC6-97B3-923E2B6D9D34}"," Apothecary Pharmacy","Gasabo","Rusororo","Kabuga I","Masango","NR 4","30.2243912","-1.9796648","3.216","2021-10-16T10:00:00.000Z","2023-11-01T09:35:19.119Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","PHARMACIE LA TRINITE Ltd","KICUKIRO","MASAKA KABUGA","144","{92DEC9AC-9A70-4B58-B7C7-4C64FC1C418F}","Pharmacy La Trinite","Kicukiro","Masaka","Gako","Kabeza","","30.2254871","-1.9838767","2.000","2021-10-16T10:00:00.000Z","2023-11-01T10:20:54.731Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","SEMU PHARMACY Ltd","KICUKIRO","NIBOYE GATARE","147","{F69CF080-2E4B-40C3-A83A-FB6C34C33B8B}","Semu Pharmacy","Kicukiro","Niboye","Niboye","Taba","KK 21 Av","30.1042919","-1.9738269","3.900","2021-10-17T10:00:00.000Z","2023-11-01T10:21:02.516Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","","","","149","{F4D54EE7-96D5-409D-AA8C-B6F9FB8DE4CF}","Pharmacy Genova","Nyarugenge","Nyarugenge","Kiyovu","Inyarurembo","","30.0568959","-1.9445511","4.000","2021-10-16T10:00:00.000Z","2023-11-01T10:54:28.044Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","150","{81C77A3C-E9AB-4281-B203-0B221E3191D4}","Pharmacy ","Nyarugenge","Nyarugenge","Kiyovu","Inyarurembo","","30.0556141","-1.9455583","2.500","2021-10-16T10:00:00.000Z","2023-11-01T10:54:29.957Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","151","{18A01FAD-147D-4C75-BCAC-F69566069BC2}","Pax Pharmacy ","Nyarugenge","Nyarugenge","Kiyovu","Inyarurembo","","30.0571074","-1.9472480","2.000","2021-10-15T10:00:00.000Z","2023-11-01T10:54:31.898Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","152","{B1B033E0-41E2-405A-B86F-3BFA767D341B}","Doli Pharmacy Ltd ","Nyarugenge","Nyarugenge","Kiyovu","Inyarurembo","","30.0571074","-1.9472480","2.500","2021-10-15T10:00:00.000Z","2023-11-01T10:54:32.729Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","153","{814B7418-588C-4A77-B06D-57FE1545C846}","Pharmacy ","Nyarugenge","Nyarugenge","Kiyovu","Inyarurembo","","30.0571074","-1.9472480","2.500","2021-10-15T10:00:00.000Z","2023-11-01T10:54:33.868Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","154","{2776E451-123B-4FD9-B78E-4D82AB88FC4C}","Escorts Pharmacy ","Nyarugenge","Nyarugenge","Kiyovu","Inyarurembo","","30.0571039","-1.9472542","2.000","2021-10-15T10:00:00.000Z","2023-11-01T10:54:42.190Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","155","{B6044C4A-36FB-4101-BD24-D0D7800DAE2E}","Abacus Pharmacy","Nyarugenge","Nyarugenge","Kiyovu","Inyarurembo","","30.0570210","-1.9472816","7.500","2021-10-15T10:00:00.000Z","2023-11-01T10:54:45.954Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","156","{133FBD31-2269-4354-A58E-52D0C9BB3BCC}","Welcome Pharmacy","Kicukiro","Kanombe","Kabeza","Akagera","KK 18 Av","30.1224974","-1.9705619","9.000","2021-10-17T10:00:00.000Z","2023-11-01T10:21:03.564Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","DEPHAR PHARMACY LTD","KICUKIRO","GAHANGA NYANZA","158","{378E96B1-6258-4611-A528-4FD882950BD4}","Dephar Pharmacy","Kicukiro","Gahanga","Karembure","Karembure","KK 32 Av","30.0902332","-2.0108799","1.500","2021-10-17T10:00:00.000Z","2023-11-01T08:33:21.814Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","MEDIASOL PHARMACY Ltd","NYARUGENGE","NYARUGENGE KIGALI CELL IN T2000","159","{839D0E63-B263-4410-913B-7B87E79123EB}","Mediasol Pharmacy","Nyarugenge","Nyarugenge","Kiyovu","Inyarurembo","KN 82 St","30.0588530","-1.9431413","3.000","2021-10-17T10:00:00.000Z","2023-11-01T10:54:55.463Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","","","","163","{28591DB3-E535-40AD-9BD6-BF850B3B71B6}","Sana Pharmacy","Nyarugenge","Nyarugenge","Kiyovu","Inyarurembo","KN 70 St","30.0590742","-1.9445502","2.000","2021-10-17T10:00:00.000Z","2023-11-01T10:54:59.473Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","164","{59D7A974-E933-4015-8291-3D13F7B555D3}","Legende Pharmacy Ltd","Nyarugenge","Nyamirambo","Cyivugiza","Karisimbi","KN 9 Ave","30.0492983","-1.9822161","2.000","2021-10-18T10:00:00.000Z","2023-11-01T10:55:39.243Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","167","{072A230B-F6CD-4CA0-8591-5A595A510A7D}","Ethia Pharmacy ","Gasabo","Bumbogo","Kinyaga","Zindiro","DR 71","30.1423137","-1.9321302","3.900","2021-10-18T10:00:00.000Z","2023-11-01T09:36:47.222Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","168","{E2E1E72F-26D7-4526-ABDD-4B11011D327B}","Ineza Pharmacy ","Gasabo","Bumbogo","Kinyaga","Zindiro","DR 71","30.1402698","-1.9291444","3.900","2021-10-18T10:00:00.000Z","2023-11-01T09:36:52.662Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","169","{F2324A97-A735-4D3F-B1FD-C65A7F44691A}","Amiphar Pharmacy","Nyarugenge","Nyamirambo","Rugarama","Rugarama","","30.0502511","-1.9951464","3.900","2021-10-18T10:00:00.000Z","2023-11-01T10:56:34.911Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","171","{FDC5BD97-7CE7-4901-9486-890DF9F85CF0}","Ishema Pharmacy","Nyarugenge","Nyarugenge","Kiyovu","Inyarurembo","KN 4 Ave","30.0592467","-1.9415143","3.000","2021-10-18T10:00:00.000Z","2023-11-01T10:56:42.714Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","176","{3A7F4136-71B7-4E04-860D-F549E3B3D22E}","PharmacynGahoreho","Kicukiro","Gahanga","Gahanga","Rinini","","30.1047285","-2.0258714","2.500","2021-10-18T10:00:00.000Z","2023-11-01T08:33:21.814Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","179","{EAEAA60C-F44F-4948-BF89-DFFAC5FBF9A1}","Rwarubukira Pharmacy","Nyarugenge","Nyamirambo","Rugarama","Kiberinka","","30.0496289","-1.9971872","3.583","2021-10-19T10:00:00.000Z","2023-11-01T10:57:18.866Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","181","{8D4CE84A-D886-4B13-8BBC-774218D3A0FE}","Bio Care Pharmacy","Gasabo","Rusororo","Kabuga I","Kabeza","","30.2257803","-1.9804438","3.216","2021-10-19T10:00:00.000Z","2023-11-01T09:40:13.432Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","182","{87AFBDE7-3DF2-4CB7-B4DA-BEE071BC3654}","Yohovanis Pharmacy","Gasabo","Rusororo","Kabuga I","Kabeza","","30.2261336","-1.9823636","3.216","2021-10-19T10:00:00.000Z","2023-11-01T09:40:15.969Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","184","{497C0300-7D42-474B-80AB-CC9A36384795}","Pharmacy Unique","Nyarugenge","Nyarugenge","Kiyovu","Imena","KN 4 Ave","30.0608041","-1.9541473","2.500","2021-10-19T10:00:00.000Z","2023-11-01T10:57:30.293Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","185","{96005A20-765A-45F0-9DA5-3CA06E33DCAA}","Helpful Pharmacy","Gasabo","Jabana","Bweramvura","Gitega","","30.0458983","-1.8683624","3.900","2021-10-20T10:00:00.000Z","2023-11-01T09:41:20.954Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","186","{3E4976E3-E715-4511-97FD-F4DE7F898392}","Isange Pharmacy","Nyarugenge","Nyamirambo","Mumena","Akanyirazaninka","KN 9 Ave","30.0497916","-1.9814074","2.500","2021-10-20T10:00:00.000Z","2023-11-01T11:47:42.209Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","187","{5706B4AB-68F2-4620-BD58-942148F8F0A0}","St Denyse Pharmacy","Gasabo","Jabana","Kabuye","Karuruma","","30.0523986","-1.9029438","2.500","2021-10-20T10:00:00.000Z","2023-11-01T09:42:11.283Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","189","{C9D087E6-119C-4146-ABFE-10E09659CB67}","Pharmacy Tendresse","Kicukiro","Gahanga","Gahanga","Gahanga","","30.1035942","-2.0275097","1.500","2021-10-20T10:00:00.000Z","2023-11-01T08:33:21.814Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","ISARO PHARMACY Limited","GASABO","BUMBOGO NYABIKENYE","190","{B88EF98E-BDD0-485B-AD2F-66CF8F09A2B4}","Isaro Pharmacy","Gasabo","Bumbogo","Nyabikenke","Kayenzi","","30.1319352","-1.9136944","2.000","2021-10-20T10:00:00.000Z","2023-11-01T09:43:22.954Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","","","","192","{3183EF2E-8C44-4803-B6F7-120B2F2D62D6}","Ramirubuzu  Pharmacy","Nyarugenge","Kigali","Ruriba","Ruharabuge","","30.0160888","-1.9619922","2.500","2021-10-21T10:00:00.000Z","2023-11-01T11:49:38.812Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","193","{AA8DB65A-10AB-4751-A3E0-C70CA2CB41FC}","Pharmacy Nsanga","Gasabo","Jali","Agateko","Kinunga","","30.0490422","-1.9028362","3.900","2021-10-21T10:00:00.000Z","2023-11-01T09:47:54.054Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","195","{EEF02DD8-5FFF-4F77-8EB6-6D54AF469A5A}","Shifa Heathy care Pharmacy","Nyarugenge","Nyarugenge","Kiyovu","Inyarurembo","","30.0572899","-1.9464844","4.000","2021-10-21T10:00:00.000Z","2023-11-01T11:49:52.017Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","196","{2A5A8B14-DB38-4E1E-8765-DDFB4F470751}","Sophar Pharmacy","Nyarugenge","Nyarugenge","Kiyovu","Inyarurembo","","30.0572899","-1.9464844","3.000","2021-10-21T10:00:00.000Z","2023-11-01T11:49:53.497Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","197","{39C849C4-1574-4DBD-A6BC-0E02F606938F}","Pharmacy Nerge","Gasabo","Jabana","Akamatamu","Nyacyonga","","30.0863041","-1.8663763","2.000","2021-10-21T10:00:00.000Z","2023-11-01T09:48:37.782Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","199","{DE9A7332-7CB2-4ED9-BAEF-49A77C13DCBC}","Pharmacy Frotilla Life","Gasabo","Nduba","Gasanze","Nyakabungo","","30.0904199","-1.8880513","2.000","2021-10-22T10:00:00.000Z","2023-11-01T09:51:08.177Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","200","{9E6FB9AB-C682-4803-886C-E45A993D0FE9}","Ethia Pharmacy","Gasabo","Jali","Agateko","Urunyinya","","30.0402602","-1.8967393","3.900","2021-10-22T10:00:00.000Z","2023-11-01T09:51:55.552Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","201","{4ED2B778-BCDE-4939-BE47-7DBC3E6E502A}","Ligero Pharmacy Ltd","Gasabo","Bumbogo","Ngara","Gisasa","DR 52","30.1219840","-1.8982467","2.000","2021-10-23T10:00:00.000Z","2023-11-01T09:53:23.339Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","PANACEA PHARMACY Ltd","KICUKIRO","KAGARAMA RWAMPARA","202","{089EAC2E-C381-48C1-AB69-AD47A1ECFCD2}","Panacea Pharmacy","Kicukiro","Kigarama","Rwampara","Nyarurembo","KK 709 St","30.0761788","-1.9699024","3.500","2021-10-24T10:00:00.000Z","2023-11-01T10:28:43.067Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","sector_mismatch_or_ambiguous"
"","","","","208","{76732D7D-EF8C-4BBC-9D79-2BA7564264D5}","Kira Pharmacy","Gasabo","Jali","Nkusi","Kabagina","","30.0088285","-1.8566531","2.000","2021-10-27T10:00:00.000Z","2023-11-01T10:02:05.473Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
