"registry_entry_key","registry_pharmacy_name","registry_district","registry_area","gis_object_id","gis_global_id","gis_shop_name","gis_district","gis_sector","gis_cell","gis_village","gis_street_number","longitude","latitude","accuracy_m","collected_at","edited_at","source_url","review_reason"
"","","","","209","{77F3F20B-9EB2-4425-AD0F-52CAE7074500}","Elissa Pharmacy","Gasabo","Rutunga","Kigabiro","Kamusare","","30.2042407","-1.8540781","1.500","2021-10-27T10:00:00.000Z","2023-11-01T10:04:24.806Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","210","{E8501AF8-1A1C-4659-8132-A6908F95F0E3}","Pharmacy Conseil","Gasabo","Kimihurura","Kamukina","Nyenyeri","KG 542 St","30.0927352","-1.9509411","1.500","2021-10-28T10:00:00.000Z","2023-11-01T10:07:10.501Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","211","{F7D675AF-3BB8-4BD9-9D64-1357D19D4A4E}","Sharon Pharmacy","Gasabo","Gisozi","Musezero","Kagara","KG 697 St","30.0705328","-1.9243625","3.000","2021-10-30T10:00:00.000Z","2023-11-01T10:09:01.952Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","214","{B0B3C4EE-C154-451B-9B33-F420EFA009BE}","Ave Marie Agro-Vet Pharmacy ","Muhanga","Nyamabuye","Gahogo","Rutenga","NR 1","29.7511432","-2.0854410","9.648","2021-11-08T10:00:00.000Z","2023-11-01T12:13:00.514Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","215","{16B9F8BA-30C0-4A74-9CDA-30CAD6283547}","Veternary Pharmacy & Livestock Input","Muhanga","Nyamabuye","Gahogo","Rutenga","NR 1","29.7514810","-2.0862649","9.648","2021-11-08T10:00:00.000Z","2023-11-01T12:13:01.862Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","216","{65F5D168-DEE3-4FC1-B780-CDF2B288B976}","Alfa Vivace Pharmacy ","Muhanga","Nyamabuye","Gahogo","Rutenga","NR 1","29.7519012","-2.0866085","9.648","2021-11-08T10:00:00.000Z","2023-11-01T12:13:02.478Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","217","{45D6BAA3-1037-4241-8128-2BA443802DDB}","Abacus Pharmacy","Musanze","Muhoza","Mpenge","Gikwege","","29.6405415","-1.5068788","3.900","2021-11-08T10:00:00.000Z","2023-11-01T12:13:12.070Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","218","{91E2C048-1AFF-4FA2-80B7-5D73F4DE21EE}","Light 2030 Pharmacy","Musanze","Muhoza","Mpenge","Gikwege","","29.6375199","-1.5025944","3.900","2021-11-08T10:00:00.000Z","2023-11-01T12:13:13.876Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","PHARMACY AMIRAH LTD","MUSANZE","MUHOZA KIGOMBE","221","{9826A3E6-3B7C-4452-818D-D399D6EBB052}","Amirah Pharmacy","Musanze","Muhoza","Mpenge","Gikwege","Dr 4","29.6419626","-1.5085935","3.900","2021-11-08T10:00:00.000Z","2023-11-01T12:13:17.606Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","PHARMACIE LA CHARITE LTD","MUHANGA","NYAMAGABE GAHOGO","223","{1C4822BB-E937-4A46-BF75-0C8266A24E71}","Pharmacy La Charite ","Muhanga","Nyamabuye","Gahogo","Nyarucyamu I","NR 1","29.7543141","-2.0874984","3.900","2021-11-09T10:00:00.000Z","2023-11-01T12:21:10.018Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","sector_mismatch_or_ambiguous"
"","","","","225","{1F0FDE65-38E8-4A4E-949B-8DDDAAF9F910}","Victory Pharmacy Nyamabuye","Muhanga","Nyamabuye","Gahogo","Nyarucyamu I","NR 1","29.7549951","-2.0879606","3.900","2021-11-09T10:00:00.000Z","2023-11-01T12:21:17.823Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","226","{15A0168A-64A7-4C95-AEC0-9058D5A80C76}","Davy's Pharmacy Ltd ","Muhanga","Nyamabuye","Gahogo","Nyarucyamu II","NR 1","29.7551056","-2.0883511","3.900","2021-11-09T10:00:00.000Z","2023-11-01T12:21:18.345Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","228","{DA1B6E58-F139-47AC-8A2D-E23279BABDC3}","High Magnificant Pharmacy","Musanze","Muhoza","Mpenge","Gikwege","","29.6423994","-1.5077468","3.900","2021-11-09T10:00:00.000Z","2023-11-01T12:22:02.919Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","230","{FF41F8FD-56BB-4F48-99B1-162385388C3E}","Tugane Pharmacy","Nyagatare","Nyagatare","Nyagatare","Nyagatare I","En 58 Rd","30.3259536","-1.2913633","3.900","2021-11-09T10:00:00.000Z","2023-11-01T12:22:48.052Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","231","{3ACB23EE-34A8-438A-A35C-746EF358C491}","Highland Pharmacy","Musanze","Muhoza","Mpenge","Gikwege","","29.6423237","-1.5073733","3.900","2021-11-10T10:00:00.000Z","2023-11-01T12:23:07.167Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","233","{FC61442C-93A6-40AB-A095-CEB00D4B6B6C}","Good Choice Pharmacy ","Muhanga","Nyamabuye","Gahogo","Nyarucyamu III","NR 1","29.7568879","-2.0935418","3.900","2021-11-10T10:00:00.000Z","2023-11-01T12:23:45.561Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","234","{D5898154-EC90-4982-9A22-4B60926383F3}","Holistic Pharmacy","Nyagatare","Nyagatare","Nyagatare","Nyagatare I","En 28 Av","30.3278336","-1.2935528","3.900","2021-11-10T10:00:00.000Z","2023-11-01T12:24:04.445Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","235","{A67D4251-21B2-4F88-B769-835C84C8994D}","Upendo Pharmacy","Rusizi","Kamembe","Kamashangi","Rushakamba","","28.9108353","-2.4780025","3.216","2021-11-10T10:00:00.000Z","2023-11-01T12:24:20.020Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","237","{F8883EB3-6A4B-44DC-8911-7FBCC570F953}","Sadru's Pharmacy","Rubavu","Gisenyi","Kivumu","Urumuri","","29.2481401","-1.6847610","3.216","2021-11-11T10:00:00.000Z","2023-11-01T12:25:38.388Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","SILA PHARMACY Ltd","RUBAVU","GISENYI NENGO","239","{A0473614-AB30-40F3-91DC-628B5C8F40CB}","Sila Pharmacy","Rubavu","Gisenyi","Bugoyi","Bugoyi","","29.2594651","-1.6901198","3.216","2021-11-12T10:00:00.000Z","2023-11-01T12:27:07.599Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","","","","240","{0AB644F8-0388-4121-ACF7-2822B3A5277A}","Pharmacy Malik","Rubavu","Gisenyi","Kivumu","Karisimbi","NR2","29.2507781","-1.6826932","3.216","2021-11-14T10:00:00.000Z","2023-11-01T12:29:34.991Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","242","{EBD6802C-4820-4EDF-9C2D-B328F13B9060}","Truphar Pharmacy Ltd","Rusizi","Kamembe","Gihundwe","Burunga","","28.9119097","-2.4792637","6.074","2021-12-01T10:00:00.000Z","2023-11-01T12:30:05.369Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","245","{3D45A6F1-BBFF-4974-BF72-B69E13E37DEE}","Victory Pharmacy ","Muhanga","Nyamabuye","Gahogo","Kamugina","","29.7511651","-2.0832026","9.648","2021-12-04T10:00:00.000Z","2023-11-01T12:33:37.808Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","246","{51A687DC-8293-4B13-8C00-3E7A7F735EFE}","Nobis Pharmacy ","Muhanga","Nyamabuye","Gahogo","Kamugina","","29.7509730","-2.0835539","9.648","2021-12-04T10:00:00.000Z","2023-11-01T12:33:39.646Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","247","{AB8C141C-8553-43C3-B095-DA5F6EEFBCB3}","Rome Pharmacy ","Muhanga","Nyamabuye","Gahogo","Kamugina","","29.7506517","-2.0837441","9.648","2021-12-04T10:00:00.000Z","2023-11-01T12:33:40.057Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","248","{0661EA8F-5654-478E-B5C5-F4584F69B8AE}","Mediasol Pharmacy","Musanze","Muhoza","Kigombe","Nduruma","Nr 4","29.6393041","-1.5086118","3.900","2021-12-04T10:00:00.000Z","2023-11-01T12:33:46.193Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","DESTINY PHARMACY Ltd","MUSANZE","MUHOZA MUHOZA","250","{DDB1DA4E-A027-48DF-9346-F7A104921FBF}","Destiny Pharmacy","Musanze","Muhoza","Kigombe","Nduruma","Nr 4","29.6418177","-1.5088891","7.932","2021-12-04T10:00:00.000Z","2023-11-01T12:33:47.460Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","","","","252","{00FF37D3-8A7D-44D7-8268-3F067957AAC6}","Lacky Familly Pharmacy","Nyagatare","Nyagatare","Nyagatare","Nyagatare II","","30.3301099","-1.2953951","3.900","2021-12-04T10:00:00.000Z","2023-11-01T12:34:27.792Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","254","{1D0399C7-C355-45DE-967A-81A5285CEAAB}","Yanelle Pharmacy","Bugesera","Ntarama","Kanzenze","Karumuna","","30.0907916","-2.0705150","3.216","2021-12-06T10:00:00.000Z","2023-11-01T12:37:38.834Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","TAQWA PHARMACY LTD","BUGESERA","NYAMATA NYAMATA","255","{C14580E7-D78B-44BA-9210-492C8EC8BECC}","TAQWA Pharmacy","Bugesera","Nyamata","Nyamata y' umujyi","Nyabivumu","","30.0868373","-2.1411579","3.900","2021-12-06T10:00:00.000Z","2023-11-01T12:37:53.371Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","MAX PHARMACY Ltd","RUSIZI","GIHUNDWE BURANGA","257","{EA7E8F3F-2211-4298-A3AA-387606267B4C}","Max Pharmacy","Rusizi","Gihundwe","Burunga","Cyapa","","28.9143459","-2.4850550","3.330","2021-12-07T10:00:00.000Z","2023-11-01T12:39:58.038Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","SALVIA PHARMACY LTD","BUGESERA","NYAMATA NYAMATA TOWN","258","{0C7322D4-CFBE-4645-AF1C-B1962421B028}","SALVIA Pharmacy","Bugesera","Nyamata","Nyamata y' umujyi","Gatare III","","30.0889866","-2.1423553","3.900","2021-12-07T10:00:00.000Z","2023-11-01T12:40:38.846Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","BERINDAH PHARMACY Ltd","BUGESERA","RILIMA NYAMATA","259","{D92ABE0B-2014-42B5-9B97-F23AEF8637B3}","BERINDAH pharmacy","Bugesera","Nyamata","Nyamata y' umujyi","Nyamata I","","30.0902217","-2.1429324","3.900","2021-12-07T10:00:00.000Z","2023-11-01T12:40:51.395Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","sector_mismatch_or_ambiguous"
"","ROPH PHARMACY Ltd","BUGESERA","NYAMATA NYAMATA","260","{F9FFAD40-F5D8-4608-AFD9-4E1C52881264}","ROPH pharmacy","Bugesera","Nyamata","Nyamata y' umujyi","Nyamata I","","30.0903670","-2.1430681","4.288","2021-12-07T10:00:00.000Z","2023-11-01T12:40:51.820Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","","","","261","{DE02990C-6365-47A2-8968-65161F09A2B0}","Didier Pharmacy","Kamonyi","Runda","Gihara","Bikimba","","29.9887244","-1.9423980","3.900","2021-12-07T10:00:00.000Z","2023-11-01T12:41:03.119Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","AKEDAH LTD","BUGESERA","NYAMATA NYAMATA","262","{FC5E2482-BBC6-482E-8931-4CDD902F6F7B}","Akedah Pharmacy","Bugesera","Nyamata","Nyamata y' umujyi","Rugarama III","","30.0906064","-2.1430064","3.790","2021-12-08T10:00:00.000Z","2023-11-01T12:44:13.870Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","","","","264","{664CF4F1-25D4-4C1E-B2CE-6A5C53631902}","Jeanne Pharmacy","Kamonyi","Runda","Muganza","Rubona","","29.9612573","-1.9473212","3.900","2021-12-08T10:00:00.000Z","2023-11-01T12:44:25.871Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","265","{2FE52052-36AF-4C58-8F30-82748889BBF8}","Ange Pharmacy","Musanze","Musanze","Rwambogo","Gakoro","","29.6103164","-1.5046435","3.900","2021-12-09T10:00:00.000Z","2023-11-01T12:45:29.404Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","266","{5A19FB84-8B30-4CE5-8BA2-CCB2724EF860}","Pharmacy Intwari Mubuzima","Rubavu","Gisenyi","Mbugangari","Uburezi","","29.2538100","-1.6758574","3.216","2021-12-09T10:00:00.000Z","2023-11-01T12:46:13.281Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","268","{0178B8B0-2CE9-40B7-8E1B-E11221284796}","Rafi Pharmacy Ltd","Rubavu","Gisenyi","Bugoyi","Irakiza","","29.2629458","-1.6920921","4.288","2021-12-03T10:00:00.000Z","2023-11-01T12:33:24.093Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","269","{219318AA-5AE6-4A3F-9343-DBDD299882FC}","Hilios Pharmacy","Rubavu","Gisenyi","Nengo","Ubucuruzi","","29.2628203","-1.6938457","3.900","2021-12-03T10:00:00.000Z","2023-11-01T12:33:20.754Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","271","{BDEC85F4-2B91-4FE2-B897-99A449F4CAE3}","Mediasol Pharmacy","Rubavu","Gisenyi","Nengo","Ubucuruzi","","29.2620499","-1.6953141","3.900","2021-12-02T10:00:00.000Z","2023-11-01T12:32:06.400Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","273","{B6BF56F6-3138-44E9-B55B-F975DE3B9F9E}","Pharmacy Fida","Rubavu","Gisenyi","Nengo","Ubucuruzi","","29.2612796","-1.6963176","3.900","2021-12-01T10:00:00.000Z","2023-11-01T12:30:35.150Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","274","{3003777F-CC9E-4D06-94AF-C85434428A0F}","Pharmacy Vinca","Rubavu","Gisenyi","Nengo","Ubucuruzi","","29.2612276","-1.6960742","3.900","2021-12-01T10:00:00.000Z","2023-11-01T12:30:34.653Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","277","{21A93BB8-013E-409C-9597-41736858EB4D}","Presige Pharmacy","Rubavu","Gisenyi","Kivumu","Giponda","","29.2572033","-1.6856315","3.216","2021-11-20T10:00:00.000Z","2023-11-01T12:29:04.479Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","INEZA PHARMACY Ltd","RUBAVU","GISENYI AMAHORO","278","{F5B21CD0-5659-45A8-BE15-4CE3277392F6}","Ineza Pharmacy","Rubavu","Gisenyi","Bugoyi","Irakiza","","29.2597132","-1.6928125","3.216","2021-11-12T10:00:00.000Z","2023-11-01T12:27:10.192Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","","","","280","{F611ED20-F8D9-40AF-90E6-51FD49F6B632}","Saint Litha Pharmacy","Nyagatare","Nyagatare","Nyagatare","Nyagatare I","","30.3283496","-1.2929820","3.900","2021-12-09T10:00:00.000Z","2023-11-01T12:45:51.286Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","281","{A04F46CE-A5E3-4E8B-8D04-5729FDE2CC30}","Provida Pharmacy","Nyagatare","Nyagatare","Nyagatare","Nyagatare II","","30.3249149","-1.2945714","3.900","2021-12-09T10:00:00.000Z","2023-11-01T12:45:48.533Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","","","","282","{EE64FA0B-760C-4048-B9D6-43DCCC675C23}","Veredianne Pharmacy","Kamonyi","Runda","Gihara","Kabasanza","","29.9605688","-1.9464444","3.900","2021-12-08T10:00:00.000Z","2023-11-01T12:44:32.664Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","TUMA PHARMACY LTD","BUGESERA","NYAMATA NYAMATA","283","{64D50CBD-97B1-4315-BCF6-592678B74E28}","Tuma Pharmacy","Bugesera","Nyamata","Nyamata y' umujyi","Rwakibirizi I","","30.0910393","-2.1481357","3.900","2021-12-08T10:00:00.000Z","2023-11-01T12:43:56.928Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","PHARMAGY PHARMACY Ltd","MUHANGA","NYAMABUYE GAHOGO","284","{65084649-5B2F-4089-8C0A-1B078483C989}","Pharmagy Pharmacy ","Muhanga","Nyamabuye","Gitarama","Kavumu","NR 1","29.7519139","-2.0836782","9.648","2021-12-08T10:00:00.000Z","2023-11-01T12:42:13.146Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","","","","285","{B2A20749-7FB4-4AB1-943A-E10F59C8DAD3}","PHARMACY","Bugesera","Nyamata","Kayumba","Nyagatovu","","30.0703299","-2.1289455","4.502","2021-12-07T10:00:00.000Z","2023-11-01T12:41:36.066Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","name_or_district_unmatched"
"","ELLIO PHARMACY LTD","BUGESERA","NYAMATA NYAMATA","286","{B25916D4-68B8-486E-ABBD-0141612DE2D5}","ELLIO Pharmacy","Bugesera","Nyamata","Nyamata y' umujyi","Nyabivumu","","30.0889653","-2.1422174","3.900","2021-12-07T10:00:00.000Z","2023-11-01T12:40:37.417Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","EMMA SANITAS PHARMACY LTD","BUGESERA","NYAMATA NYAMATA","287","{9287C00A-FF4E-4621-A0C0-6C23A361645F}","EMMA SANITAS pharmacy","Bugesera","Nyamata","Nyamata y' umujyi","Nyabivumu","","30.0882906","-2.1418071","3.900","2021-12-06T10:00:00.000Z","2023-11-01T12:38:02.779Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","SHEKINAH PHARMACY LTD","BUGESERA","NYAMATA NYAMATA","288","{2C5B4489-1589-48D2-A7C9-40BBF670679F}","Shekinah Pharmacy","Bugesera","Nyamata","Nyamata y' umujyi","Nyabivumu","","30.0877393","-2.1415465","3.900","2021-12-06T10:00:00.000Z","2023-11-01T12:38:02.033Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
"","ALCRESTA PHARMACY Ltd","BUGESERA","NYAMATA NYAMATA","289","{E88A3AF0-6D8F-4AEC-8F5B-19B41EDCAF96}","ALCRESTA Pharmacy","Bugesera","Nyamata","Nyamata y' umujyi","Nyabivumu","","30.0847526","-2.1404224","4.029","2021-12-06T10:00:00.000Z","2023-11-01T12:37:50.970Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","cell_mismatch_or_accuracy"
