december_source_serial,december_name,december_district,december_sector,december_cell,current_registry_entry_key,current_source_serial,current_name,current_district,current_sector_cell_raw,registry_match_score,registry_match_margin,name_score,district_match,sector_match,cell_match,professional_registration_match,phone_number,phone_source,phone_evidence_url,phone_evidence_reference,google_maps_url,maps_url_source,browser_match_status
252,APOTEK PHARMACY Ltd,NYAGATARE,NYAGATARE,NYANZA,retail-2026-05-250,250,APOTEK PHARMACY Ltd,NYAGATARE,NYAGATARE NYANZA,1.000,0.496,1.000,true,true,true,true,+250788239755,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Nyagatare_for_JULY-AUGUST-SEPTEMBER_2026.pdf,nyagatare July-September 2026 duty roster,,,phone_from_public_evidence
253,BONITAS DEI PHARMACY Ltd,GASABO,KINYINYA,KAGUGU,retail-2026-05-251,251,BONITAS DEI PHARMACY Ltd,GASABO,KINYINYA KAGUGU,1.000,0.455,1.000,true,true,true,true,+250788669080,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
254,ELAYO PHARMACY Limited,RWAMAGANA,MWULIRE,NTUNGA,retail-2026-05-252,252,ELAYO PHARMACY Limited,RWAMAGANA,MWULIRE NTUNGA,1.000,0.493,1.000,true,true,true,true,+250788417182,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Rwamagana_JULY-AUGUST-SEPTEMBER_2026.pdf,rwamagana July-September 2026 duty roster,,,phone_from_public_evidence
255,EL-ELION PHARMACY LTD,MUSANZE,MUHOZA,RUHENGERI,retail-2026-05-253,253,EL -ELION PHARMACY LTD,MUSANZE,MUHOZA RUHENGERI,1.000,0.293,1.000,true,true,true,true,+250789370341,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Musanze_JULY-AUGUST-SEPTEMBER_2026.pdf,musanze July-September 2026 duty roster,,,phone_from_public_evidence
256,HELPFUL PHARMACY LTD,RULINDO,MURAMBI,BUBANGU,retail-2026-05-254,254,HELPFUL PHARMACY LTD,RULINDO,MURAMBI BUBANGU,1.000,0.566,1.000,true,true,true,true,,,,,,,local_evidence_only
257,HOLI PHARMACY Limited,GASABO,JABANA,KABUYE,retail-2026-05-255,255,HOLI PHARMACY Limited,GASABO,JABANA KABUYE,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
258,IVAN PHARMACY LTD,NYAGATARE,NYAGATARE,NYAGATARE,retail-2026-05-256,256,IVAN PHARMACY LTD,NYAGATARE,NYAGATARE NYAGATARE,0.980,0.273,1.000,true,true,true,false,+250788441196,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Nyagatare_for_JULY-AUGUST-SEPTEMBER_2026.pdf,nyagatare July-September 2026 duty roster,,,phone_from_public_evidence
259,NATHANYA PHARMACY Ltd,NYARUGENGE,NYARUGENGE,BIRYOGO,retail-2026-05-257,257,NATHANYA PHARMACY Ltd,NYARUGENGE,NYARUGENGE BIRYOGO,1.000,0.442,1.000,true,true,true,true,+250785812318,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
260,PEAK PHARMACY Ltd,KICUKIRO,MASAKA,GAKO,retail-2026-05-258,258,PEAK PHARMACY Ltd,KICUKIRO,MASAKA GAKO,1.000,0.420,1.000,true,true,true,true,,,,,,,local_evidence_only
261,PHARMA EXPRESS Ltd,GASABO,REMERA,NYARUTARAM A,retail-2026-05-259,259,PHARMA EXPRESS Ltd,GASABO,REMERA NYARUTARAMA,0.980,0.435,1.000,true,true,false,true,,,,,,,local_evidence_only
262,PHARMACIE ETERNELLE Ltd,NYAGATARE,RUKOMO,GASHENYI,retail-2026-05-260,260,PHARMACIE ETERNELLE Ltd,NYAGATARE,RUKOMO GASHENYI,1.000,0.525,1.000,true,true,true,true,+250784190447,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Nyagatare_for_JULY-AUGUST-SEPTEMBER_2026.pdf,nyagatare July-September 2026 duty roster,,,phone_from_public_evidence
264,UBUTWARI PHARMACY Ltd,RWAMAGANA,KIGABIRO,CYANYA,retail-2026-05-261,261,UBUTWARI PHARMACY Ltd,RWAMAGANA,KIGABIRO CYANYA,0.980,0.435,1.000,true,true,true,false,+250785213646,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Rwamagana_JULY-AUGUST-SEPTEMBER_2026.pdf,rwamagana July-September 2026 duty roster,,,phone_from_public_evidence
265,ZACU PHARMACY Ltd,RUBAVU,KANZENZE,KIREREMA,retail-2026-05-262,262,ZACU PHARMACY Ltd,RUBAVU,KANZENZE KIREREMA,1.000,0.426,1.000,true,true,true,true,,,,,,,local_evidence_only
266,BONNE VIE LTD,KICUKIRO,GAHANGA,GAHANGA,retail-2026-05-263,263,BONNE VIE LTD,KICUKIRO,GAHANGA GAHANGA,1.000,0.493,1.000,true,true,true,true,+250788850192,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
267,LAVANA G PHARMACY LTD,RUBAVU,RUBAVU,GIKOMBE,retail-2026-05-264,264,LAVANA G PHARMACY LTD,RUBAVU,RUBAVU GIKOMBE,0.980,0.273,1.000,true,true,true,false,,,,,,,local_evidence_only
268,SANAVITA PHARMACY Ltd,GASABO,JABANA,KABUYE,retail-2026-05-265,265,SANAVITA PHARMACY Ltd,GASABO,JABANA KABUYE,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
269,TAFRA PHARMACY Ltd,MUSANZE,MUHOZA,RUHENGERI,retail-2026-05-266,266,TAFRA PHARMACY Ltd,MUSANZE,MUHOZA RUHENGERI,1.000,0.353,1.000,true,true,true,true,+250788568182,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Musanze_JULY-AUGUST-SEPTEMBER_2026.pdf,musanze July-September 2026 duty roster,,,phone_from_public_evidence
270,UMUHIRE PHARMACY Ltd,RUBAVU,GISENYI,NENGO,retail-2026-05-267,267,UMUHIRE PHARMACY Ltd,RUBAVU,GISENYI NENGO,1.000,0.293,1.000,true,true,true,true,+250789044983,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Rubavu_for_JULY-AUGUST-SEPTEMBER_2026.pdf,rubavu July-September 2026 duty roster,,,phone_from_public_evidence
271,VERITAS PHARMACY Ltd,GICUMBI,BYUMBA,GACURABWEN GE,retail-2026-05-268,268,VERITAS PHARMACY Ltd,GICUMBI,BYUMBA GACURABWENGE,0.980,0.375,1.000,true,true,false,true,+250788992411,public_evidence_csv,https://www.mmi.gov.rw/partners/pharmacies?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5BcurrentPage%5D=13&cHash=30bc917df2ca0795451708f3ec4706f2,MMI pharmacy partner directory page 13,,,phone_from_public_evidence
272,DESTOPHAR PHARMACY Ltd,GASABO,KACYIRU,KAMUTWA,retail-2026-05-269,269,DESTOPHAR PHARMACY Ltd,GASABO,KACYIRU KAMUTWA,1.000,0.293,1.000,true,true,true,true,+250785301254,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
273,EXCELLENCE PHARMACY LTD,GASABO,KIMIRONKO,KIBAGABAGA,retail-2026-05-270,270,EXCELLENCE PHARMACY LTD,GASABO,KIMIRONKO KIBAGABAGA,1.000,0.445,1.000,true,true,true,true,,,,,,,local_evidence_only
274,GOLF PHARMACY Ltd,KICUKIRO,KANOMBE,KARAMA,retail-2026-05-271,271,GOLF PHARMACY Ltd,KICUKIRO,KANOMBE KARAMA,1.000,0.080,1.000,true,true,true,true,,,,,,,local_evidence_only
275,IRABA PHARMACY LTD,GASABO,JABANA,AKAMATAMU,retail-2026-05-272,272,IRABA PHARMACY LTD,GASABO,JABANA AKAMATAMU,1.000,0.445,1.000,true,true,true,true,,,,,,,local_evidence_only
276,ITANGE PHARMACY Ltd,RUBAVU,NYUNDO,TERIMBERE,retail-2026-05-273,273,ITANGE PHARMACY Ltd,RUBAVU,NYUNDO TERIMBERE,1.000,0.293,1.000,true,true,true,true,+250783292700,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Rubavu_for_JULY-AUGUST-SEPTEMBER_2026.pdf,rubavu July-September 2026 duty roster,,,phone_from_public_evidence
277,KA-PHARMACY Ltd,RWAMAGANA,KIGABIRO,NYAGASENYI,retail-2026-05-274,274,KA -PHARMACY Ltd,RWAMAGANA,KIGABIRO NYAGASENYI,1.000,0.293,1.000,true,true,true,true,+250788426345,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Rwamagana_JULY-AUGUST-SEPTEMBER_2026.pdf,rwamagana July-September 2026 duty roster,,,phone_from_public_evidence
278,KIZAPHAR LTD,RUBAVU,GISENYI,NENGO,retail-2026-05-275,275,KIZAPHAR LTD,RUBAVU,GISENYI NENGO,1.000,0.325,1.000,true,true,true,true,+250788635002,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Rubavu_for_JULY-AUGUST-SEPTEMBER_2026.pdf,rubavu July-September 2026 duty roster,,,phone_from_public_evidence
279,NZIZA PHARMACY Ltd,KICUKIRO,NYARUGUNGA,RWIMBOGO,retail-2026-05-276,276,NZIZA PHARMACY Ltd,KICUKIRO,NYARUGUNGA RWIMBOGO,1.000,0.210,1.000,true,true,true,true,+250788847538,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
280,OLYMPE PHARMACY Ltd,KICUKIRO,KIGARAMA,RWAMPARA,retail-2026-05-277,277,OLYMPE PHARMACY Ltd,KICUKIRO,KIGARAMA RWAMPARA,1.000,0.493,1.000,true,true,true,true,,,,,,,local_evidence_only
281,SALAMA-CITY PHARMACY Ltd,NYARUGENGE,KIMISAGARA,KAMUHOZA,retail-2026-05-278,278,SALAMA -CITY PHARMACY Ltd,NYARUGENGE,KIMISAGARA KAMUHOZA,1.000,0.293,1.000,true,true,true,true,+250785866839,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
282,SAINT PIERRE PHARMACY Ltd,MUSANZE,MUHOZA,MPENGE,retail-2026-05-279,279,SAINT PIERRE PHARMACY Ltd,MUSANZE,MUHOZA MPENGE,1.000,0.391,1.000,true,true,true,true,+250788696406,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Musanze_JULY-AUGUST-SEPTEMBER_2026.pdf,musanze July-September 2026 duty roster,,,phone_from_public_evidence
283,UMURAGE PHARMACY Ltd,KICUKIRO,KIGARAMA,RWAMPARA,retail-2026-05-280,280,UMURAGE PHARMACY Ltd,KICUKIRO,KIGARAMA RWAMPARA,0.980,0.273,1.000,true,true,true,false,+250787782031,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
284,UNIPHARMA B1,GASABO,REMERA,RUKIRI I,retail-2026-05-281,281,UNIPHARMA B1,GASABO,REMERA RUKIRI I,1.000,0.163,1.000,true,true,true,true,+250788874827,public_evidence_csv,https://www.mmi.gov.rw/partners/pharmacies?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5BcurrentPage%5D=13&cHash=30bc917df2ca0795451708f3ec4706f2,MMI pharmacy partner directory page 13,,,phone_from_public_evidence
285,UNIPHARMA B2,GASABO,KINYINYA,KAGUGU,retail-2026-05-282,282,UNIPHARMA B2,GASABO,KINYINYA KAGUGU,1.000,0.103,1.000,true,true,true,true,+250788251677,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
286,UNIPHARMA B5,KICUKIRO,NIBOYE,NYAKABANDA I,retail-2026-05-283,283,UNIPHARMA B5,KICUKIRO,NIBOYE NYAKABANDA I,1.000,0.040,1.000,true,true,true,true,,,,,,,local_evidence_only
287,ADVANCED PHARMACY LTD,GASABO,GISOZI,MUSEZERO,retail-2026-05-284,284,ADVANCED PHARMACY LTD,GASABO,GISOZI MUSEZERO,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
288,BLESSED PHARMACY Ltd,KIREHE,GATORE,NYAMIRANGO,retail-2026-05-285,285,BLESSED PHARMACY Ltd,KIREHE,GATORE NYAMIRANGO,1.000,0.493,1.000,true,true,true,true,,,,,,,local_evidence_only
289,DIPLOMA PHARMACY LTD,GASABO,RUSORORO,KABUGA I,retail-2026-05-286,286,DIPLOMA PHARMACY LTD,GASABO,RUSORORO KABUGA I,1.000,0.275,1.000,true,true,true,true,,,,,,,local_evidence_only
290,ELLIO PHARMACY LTD,BUGESERA,NYAMATA,NYAMATA,retail-2026-05-287,287,ELLIO PHARMACY LTD,BUGESERA,NYAMATA NYAMATA,1.000,0.324,1.000,true,true,true,true,+250788432912,public_evidence_csv,https://www.mmi.gov.rw/partners/pharmacies?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5BcurrentPage%5D=3&cHash=da7283f6cd729a97e89c591c94e310fc,MMI pharmacy partner directory page 3,,,phone_from_public_evidence
291,GASANGE FAMILY PHARMACY Ltd,GATSIBO,GASANGE,TEME,retail-2026-05-288,288,GASANGE FAMILY PHARMACY Ltd,GATSIBO,GASANGE TEME,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
292,PHARMACIE KOMERA Ltd,BURERA,CYANIKA,KAGITEGA,retail-2026-05-289,289,PHARMACIE KOMERA Ltd,BURERA,CYANIKA KAGITEGA,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
293,PHARMACIE VINCA/GISENYI Ltd,RUBAVU,GISENYI,NENGO,retail-2026-05-290,290,PHARMACIE VINCA/GISENYI Ltd,RUBAVU,GISENYI NENGO,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
294,ENIAS PHARMACY LTD,GATSIBO,RWIMBOGO,RWIKINIRO,retail-2026-05-291,291,ENIAS PHARMACY LTD,GATSIBO,RWIMBOGO RWIKINIRO,1.000,0.447,1.000,true,true,true,true,,,,,,,local_evidence_only
295,LA MEDISAFE PHARMACY LTD,KAYONZA,KABARONDO,CYABAJWA,retail-2026-05-292,292,LA MEDISAFE PHARMACY LTD,KAYONZA,KABARONDO CYABAJWA,1.000,0.493,1.000,true,true,true,true,+250784954347,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kayonza_District_JULY-AUGUST-SEPTEMBER_2026.pdf,kayonza July-September 2026 duty roster,,,phone_from_public_evidence
296,PHARMA ICYIZA Ltd,GASABO,KIMIRONKO,NYAGATOVU,retail-2026-05-293,293,PHARMA ICYIZA Ltd,GASABO,KIMIRONKO NYAGATOVU,1.000,0.293,1.000,true,true,true,true,+250788497556,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
297,RICOPHAR PHARMACY Ltd,GASABO,BUMBOGO,KINYAGA,retail-2026-05-294,294,RICOPHAR PHARMACY Ltd,GASABO,BUMBOGO KINYAGA,0.980,0.326,1.000,true,true,true,false,+250787475744,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
298,UMUCYO PHARMACY Ltd,NYAGATARE,MATIMBA,MATIMBA,retail-2026-05-295,295,UMUCYO PHARMACY Ltd,NYAGATARE,MATIMBA MATIMBA,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
299,UNIPHARMA B3,KICUKIRO,KANOMBE,KABEZA,retail-2026-05-296,296,UNIPHARMA B3,KICUKIRO,KANOMBE KABEZA,1.000,0.143,1.000,true,true,true,true,+250788300660,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
300,MEDHUB PHARMACY LTD,KICUKIRO,KANOMBE,KABEZA,retail-2026-05-297,297,MEDHUB PHARMACY LTD,KICUKIRO,KANOMBE KABEZA,1.000,0.293,1.000,true,true,true,true,+250788313026,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
301,EMPOWER AFRICA PHARMACY LTD,KICUKIRO,KICUKIRO,KICUKIRO,retail-2026-05-298,298,EMPOWER AFRICA PHARMACY LTD,KICUKIRO,KICUKIRO KICUKIRO,1.000,0.476,1.000,true,true,true,true,+250787636002,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
302,GOODLIFE HEALTH AND BEAUTY 15,KICUKIRO,NYARUGUNGA,KAMASHASHI,retail-2026-05-299,299,GOODLIFE HEALTH AND BEAUTY 15,KICUKIRO,NYARUGUNGA KAMASHASHI,1.000,0.139,1.000,true,true,true,true,+250788417379,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
303,JUAN PHARMACY LTD,KICUKIRO,GATENGA,NYANZA,retail-2026-05-300,300,JUAN PHARMACY LTD,KICUKIRO,GATENGA NYANZA,1.000,0.404,1.000,true,true,true,true,,,,,,,local_evidence_only
304,KIBAGABAGA PHARMACY Ltd,GASABO,KIMIRONKO,KIBAGABAGA,retail-2026-05-301,301,KIBAGABAGA PHARMACY Ltd,GASABO,KIMIRONKO KIBAGABAGA,0.980,0.133,1.000,true,true,true,false,,,,,,,local_evidence_only
305,NEZERWA PHARMACY Ltd,BUGESERA,NYAMATA,NYAMATA,retail-2026-05-302,302,NEZERWA PHARMACY Ltd,BUGESERA,NYAMATA NYAMATA,1.000,0.293,1.000,true,true,true,true,+250785015521,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Bugesera_District_JULY-AUGUST-SEPTEMBER_2026.pdf,bugesera July-September 2026 duty roster,,,phone_from_public_evidence
306,ANTIQUA PHARMACY Ltd,MUHANGA,NYAMABUYE,GAHOGO,retail-2026-05-303,303,ANTIQUA PHARMACY Ltd,MUHANGA,NYAMABUYE GAHOGO,1.000,0.454,1.000,true,true,true,true,+250782843374,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Muhanga_District_JULY-AUGUST-SEPTEMBER_2026.pdf,muhanga July-September 2026 duty roster,,,phone_from_public_evidence
308,SALVIA PHARMACY LTD,BUGESERA,NYAMATA,NYAMATA TOWN,retail-2026-05-304,304,SALVIA PHARMACY LTD,BUGESERA,NYAMATA NYAMATA TOWN,1.000,0.395,1.000,true,true,true,true,+250788872488,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Bugesera_District_JULY-AUGUST-SEPTEMBER_2026.pdf,bugesera July-September 2026 duty roster,,,phone_from_public_evidence
309,SANGWA PHARMACY Ltd,GASABO,RUSORORO,KABUGA I,retail-2026-05-305,305,SANGWA PHARMACY Ltd,GASABO,RUSORORO KABUGA I,1.000,0.153,1.000,true,true,true,true,+250788358068,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
310,SO&M PHARMACY Ltd,NYARUGENGE,RWEZAMENY O,RWEZAMENYO I,retail-2026-05-306,306,SO&M PHARMACY Ltd,NYARUGENGE,RWEZAMENYO RWEZAMENYO I,0.940,0.344,1.000,true,false,true,true,,,,,,,local_evidence_only
311,YASIPI PHARMACY Ltd,GASABO,JABANA,BWERAMVURA,retail-2026-05-307,307,YASIPI PHARMACY Ltd,GASABO,JABANA BWERAMVURA,1.000,0.496,1.000,true,true,true,true,,,,,,,local_evidence_only
312,BIZI PHARMACY Ltd,RUSIZI,KAMEMBE,KAMASHANGI,retail-2026-05-308,308,BIZI PHARMACY Ltd,RUSIZI,KAMEMBE KAMASHANGI,1.000,0.544,1.000,true,true,true,true,,,,,,,local_evidence_only
313,BRODAWA PHARMACY Ltd,KICUKIRO,GATENGA,NYANZA,retail-2026-05-309,309,BRODAWA PHARMACY Ltd,KICUKIRO,GATENGA NYANZA,0.980,0.380,1.000,true,true,true,false,,,,,,,local_evidence_only
314,DHOPE PHARMACY Ltd,GASABO,JABANA,KABUYE,retail-2026-05-310,310,DHOPE PHARMACY Ltd,GASABO,JABANA KABUYE,1.000,0.353,1.000,true,true,true,true,,,,,,,local_evidence_only
315,NEVEXPERTS PHARMACY Ltd,KICUKIRO,KANOMBE,KABEZA,retail-2026-05-311,311,NEVEXPERTS PHARMACY Ltd,KICUKIRO,KANOMBE KABEZA,0.980,0.422,1.000,true,true,true,false,,,,,,,local_evidence_only
316,PHARMACIE LA TENDRESSE Ltd,KICUKIRO,GAHANGA,GAHANGA,retail-2026-05-312,312,PHARMACIE LA TENDRESSE Ltd,KICUKIRO,GAHANGA GAHANGA,1.000,0.353,1.000,true,true,true,true,,,,,,,local_evidence_only
317,PROMEPHAR Ltd,HUYE,NGOMA,BUTARE,retail-2026-05-313,313,PROMEPHAR Ltd,HUYE,NGOMA BUTARE,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
318,ROYALCARE PHARMACY Ltd,BURERA,BUTARO,RUSUMO,retail-2026-05-314,314,ROYALCARE PHARMACY Ltd,BURERA,BUTARO RUSUMO,1.000,0.520,1.000,true,true,true,true,,,,,,,local_evidence_only
319,THESO PHARMACY Ltd,MUSANZE,CYUVE,KABEZA,retail-2026-05-315,315,THESO PHARMACY Ltd,MUSANZE,CYUVE KABEZA,1.000,0.447,1.000,true,true,true,true,+250786396164,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Musanze_JULY-AUGUST-SEPTEMBER_2026.pdf,musanze July-September 2026 duty roster,,,phone_from_public_evidence
320,DANIA PHARMACY Ltd,KICUKIRO,GATENGA,NYANZA,retail-2026-05-316,316,DANIA PHARMACY Ltd,KICUKIRO,GATENGA NYANZA,1.000,0.365,1.000,true,true,true,true,,,,,,,local_evidence_only
321,ISIMBI PHARMACY Ltd,KICUKIRO,GIKONDO,KANSEREGE,retail-2026-05-317,317,ISIMBI PHARMACY Ltd,KICUKIRO,GIKONDO KANSEREGE,1.000,0.426,1.000,true,true,true,true,+250780563650,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
322,LUCKY FAM PHARMACY Ltd,NYAGATARE,NYAGATARE,NYAGATARE,retail-2026-05-318,318,LUCKY FAM PHARMACY Ltd,NYAGATARE,NYAGATARE NYAGATARE,0.980,0.526,1.000,true,true,true,false,+250780389530,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Nyagatare_for_JULY-AUGUST-SEPTEMBER_2026.pdf,nyagatare July-September 2026 duty roster,,,phone_from_public_evidence
323,OMICA PHARMACY Ltd,GASABO,GISOZI,MUSEZERO,retail-2026-05-319,319,OMICA PHARMACY Ltd,GASABO,GISOZI MUSEZERO,1.000,0.275,1.000,true,true,true,true,,,,,,,local_evidence_only
